Player,C,GP,SFrac,G,A,P,+/-,ESG,ESA,ESP,PPG,PPA,PPP,SHG,SHA,SHP,TGF,PGF,TGA,PGA,SHGF,SHGA,ESGF,ESGA,$ESG,$ESA,$ESP,$ESP/S,$ESGF,$ESGA,R-ON,R-OFF,XEV+/-,EV+/-,AEV+/-,EV%,TmEV+,EVCalc,TmEVR,$PPG,$PPA,$PPP,$PPP/S,PP%,TmPP+,PPCalc,TmPPR,$SHG,$SHA,$SHP,$SHP/S,SH%,TmSH+,SHCalc,TmSHR,Column1
"VATANEN, SAMI",D,8,0.2,2,0,2,3,1,0,1,1,0,1,0,0,0,7,3,1,0,0,1,4,0,2,0,2,11,7,1,8.29,1.24,1,6,6,14%,1.28,0.0,0,2,0,2,15,62%,1.09,0.1,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0.88
"TINORDI, JARRED",D,8,0.2,0,2,2,5,0,2,2,0,0,0,0,0,0,7,0,2,0,0,0,7,2,0,4,4,22,13,4,3.50,1.15,1,9,8,28%,1.20,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,3.66
"JARDINE, RYAN",L,8,0.1,0,2,2,0,0,2,2,0,0,0,0,0,0,2,0,2,0,0,0,2,2,0,2,2,24,2,2,1.00,0.73,0,0,0,14%,0.73,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,2.34
"HESHKA, SHAUN",D,8,0.1,0,2,2,0,0,2,2,0,0,0,0,0,0,3,0,4,1,0,0,3,3,0,2,2,22,3,3,0.98,1.15,0,0,0,20%,1.15,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,21%,0.89,0.0,0.0,3.27
"STEPHENS, CHARLIE",C,8,0.1,0,2,2,-1,0,2,2,0,0,0,0,0,0,2,0,3,0,0,0,2,3,0,2,2,25,2,4,0.67,1.24,0,-1,-2,18%,1.23,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,3.72
"BANG, DANIEL",R,8,0.2,0,2,2,-2,0,2,2,0,0,0,0,0,0,3,0,7,2,0,0,3,5,0,4,4,22,5,9,0.59,0.87,-1,-4,-3,25%,0.85,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,35%,1.46,0.1,0.0,9.14
"BELLEMORE, BRETT",D,8,0.2,0,2,2,-2,0,2,2,0,0,0,0,0,0,2,0,5,1,0,0,2,4,0,4,4,22,4,7,0.48,0.85,-1,-4,-3,16%,0.84,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,17%,1.26,0.0,0.0,7.31
"DESJARDINS, MARTIN",C,8,0.1,0,2,2,-4,0,2,2,0,0,0,0,0,0,3,0,9,2,0,0,3,7,0,2,2,17,2,6,0.41,1.39,1,-4,-5,25%,1.35,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,35%,1.01,0.0,0.0,6.06
"JONSSON, LARS",D,8,0.1,0,2,2,-4,0,0,0,0,2,2,0,0,0,5,3,6,0,0,1,2,5,0,0,0,0,2,6,0.38,0.67,-1,-4,-3,20%,0.67,0.0,0,0,2,2,19,58%,0.68,0.1,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,5.96
"FATA, DREW",D,8,0.1,1,1,2,-3,1,1,2,0,0,0,0,0,0,2,0,6,1,0,0,2,5,1,1,2,24,2,6,0.37,1.02,0,-4,-4,23%,1.00,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,15%,1.00,0.0,0.0,5.79
"YOUNG, BRIAN",D,8,0.1,0,2,2,-4,0,1,1,0,1,1,0,0,0,3,1,9,3,0,0,2,6,0,1,1,8,1,5,0.30,1.09,0,-3,-4,17%,1.07,0.0,0,0,1,1,9,15%,0.98,0.0,0.0,0,0,0,0,33%,1.17,0.0,0.0,4.78
"COLLINS, ROB",R,8,0.1,1,1,2,1,0,1,1,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,1,12,1,0,#DIV/0!,0.89,0,1,1,3%,0.87,0.0,0,1,0,1,8,13%,0.88,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0.00
"PIRRI, BRANDON",C,7,0.1,0,2,2,1,0,2,2,0,0,0,0,0,0,4,0,4,1,0,0,4,3,0,2,2,23,4,3,1.29,1.08,0,1,1,20%,1.09,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,21%,1.26,0.0,0.0,3.27
"WILSON, ROGER",D,7,0.1,0,2,2,1,0,2,2,0,0,0,0,0,0,5,0,4,0,0,0,5,4,0,2,2,20,4,4,1.25,1.13,0,1,1,28%,1.13,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,3.59
"YATES, ROSS",C,7,0.1,1,1,2,0,1,1,2,0,0,0,0,0,0,3,1,2,0,0,0,2,2,1,1,2,18,2,1,1.10,0.85,0,0,0,10%,0.85,0.0,0,0,0,0,0,14%,1.09,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,1.43
"KENADY, CHRIS",R,7,0.1,0,2,2,0,0,2,2,0,0,0,0,0,0,2,0,2,0,0,0,2,2,0,2,2,28,2,2,1.05,1.11,0,0,0,14%,1.10,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,2.31
"VENERUZZO, GARY",L,7,0.1,1,1,2,0,1,1,2,0,0,0,0,0,0,3,0,3,0,0,0,3,3,1,1,2,24,3,3,1.04,0.90,0,0,0,22%,0.90,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,3.13
"STAFFORD, GARRETT",D,7,0.1,0,2,2,0,0,2,2,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,2,2,26,3,3,1.00,1.02,0,0,0,21%,1.02,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,3.33
"RICHARD, MIKE",C,7,0.1,0,2,2,-1,0,2,2,0,0,0,0,0,0,7,3,6,1,0,1,4,4,0,2,2,20,3,4,0.87,1.09,0,-1,-1,24%,1.09,0.0,0,0,0,0,0,45%,0.80,0.0,0.0,0,0,0,0,16%,0.94,0.0,0.0,3.87
"MCINTYRE, DAVID",C,7,0.1,1,1,2,-1,1,1,2,0,0,0,0,0,0,2,0,4,1,0,0,2,3,1,1,2,26,2,3,0.63,0.76,0,-1,-1,20%,0.75,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,23%,1.07,0.0,0.0,3.27
"REYNOLDS, BOBBY",L,7,0.1,1,1,2,-3,1,1,2,0,0,0,0,0,0,2,0,5,0,0,0,2,5,1,1,2,20,2,4,0.40,0.96,0,-3,-3,16%,0.95,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,4.33
"KANA, TOMAS",C,6,0.1,0,2,2,2,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,2,30,2,0,#DIV/0!,0.83,0,2,2,8%,0.84,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0.00
"BEAULIEU, NATHAN",D,6,0.1,0,2,2,5,0,2,2,0,0,0,0,0,0,8,0,3,0,0,0,8,3,0,4,4,29,15,5,2.67,1.15,1,9,8,45%,1.20,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,5.48
"BUHR, DOUG",L,6,0.1,0,2,2,0,0,2,2,0,0,0,0,0,0,2,0,2,0,0,0,2,2,0,2,2,24,2,2,1.00,0.45,-1,0,1,14%,0.45,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,1.79
"MARTENSSON, TONY",C,6,0.1,1,1,2,-2,1,1,2,0,0,0,0,0,0,3,0,5,0,0,0,3,5,1,1,2,34,4,6,0.60,0.80,-1,-2,-2,39%,0.79,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,6.20
"SODERBERG, CARL",C,6,0.1,0,2,2,-2,0,2,2,0,0,0,0,0,0,3,0,5,0,0,0,3,5,0,4,4,29,5,9,0.60,1.30,1,-4,-5,33%,1.26,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,9.14
"McKENZIE, BRIAN",L,6,0.1,1,1,2,-2,1,0,1,0,1,1,0,0,0,3,1,4,0,0,0,2,4,1,0,1,13,2,4,0.52,0.87,0,-2,-2,21%,0.86,0.0,0,0,1,1,14,28%,0.82,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,3.86
"WOODLEY, DAN",R,5,0.1,2,0,2,1,2,0,2,0,0,0,0,0,0,3,1,1,0,0,0,2,1,2,0,2,29,2,1,2.57,0.82,0,1,1,11%,0.83,0.0,0,0,0,0,0,20%,0.83,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0.72
"CLOUTIER, REJEAN",D,5,0.1,0,2,2,3,0,2,2,0,0,0,0,0,0,5,0,2,0,0,0,5,2,0,2,2,26,4,2,2.53,0.82,0,2,3,24%,0.82,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,1.60
"PELUSO, ANTHONY",R,5,0.1,0,2,2,1,0,2,2,0,0,0,0,0,0,2,0,1,0,0,0,2,1,0,4,4,35,4,2,2.00,0.94,0,2,2,13%,0.95,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,1.83
"GODDEN, ERNIE",C,5,0.1,1,1,2,1,1,1,2,0,0,0,0,0,0,3,0,2,0,0,0,3,2,1,1,2,24,2,2,1.50,0.83,0,1,1,16%,0.84,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,1.51
"McLELLAN, TODD",C,5,0.1,1,1,2,-1,1,1,2,0,0,0,0,0,0,2,0,4,1,0,0,2,3,1,1,2,29,2,3,0.64,1.30,0,-1,-1,21%,1.29,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,17%,1.19,0.0,0.0,2.76
"VISHNEVSKIY, IVAN",D,5,0.1,0,2,2,-1,0,0,0,0,2,2,0,0,0,4,3,2,0,0,0,1,2,0,0,0,0,1,2,0.60,0.95,0,-1,-1,13%,0.94,0.0,0,0,2,2,30,88%,0.90,0.1,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,1.87
"DESCOTEAUX, MATTHIEU",D,5,0.1,1,1,2,-2,0,0,0,1,1,2,0,0,0,4,2,5,1,0,0,2,4,0,0,0,0,2,5,0.49,0.79,-1,-2,-2,32%,0.79,0.0,0,1,1,2,28,48%,1.08,0.0,0.0,0,0,0,0,27%,1.14,0.0,0.0,4.55
"GAUME, DALLAS",C,4,0.1,1,1,2,1,1,1,2,0,0,0,0,0,0,2,0,1,0,0,0,2,1,1,1,2,36,2,1,2.00,1.03,0,1,1,15%,1.03,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0.89
"SPEERS, TED",C,4,0.1,1,1,2,2,1,1,2,0,0,0,0,0,0,4,0,4,2,0,0,4,2,1,1,2,32,3,2,1.93,0.60,-1,1,2,25%,0.61,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,36%,1.37,0.0,0.0,1.60
"TENNYSON, MATT",D,4,0.1,0,2,2,2,0,2,2,0,0,0,0,0,0,5,0,3,0,0,0,5,3,0,4,4,44,9,5,1.67,0.94,0,4,4,54%,0.97,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,5.48
"FEDOTOV, ANATOLI",D,4,0.0,0,2,2,0,0,2,2,0,0,0,0,0,0,4,2,2,0,0,0,2,2,0,2,2,37,2,1,1.18,0.97,0,0,0,18%,0.98,0.0,0,0,0,0,0,60%,0.81,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,1.49
"CHINNICK, RICK",R,4,0.1,0,2,2,0,0,2,2,0,0,0,0,0,0,2,0,2,0,0,0,2,2,0,2,2,36,2,2,1.00,0.78,0,0,0,19%,0.78,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,1.83
"DORION, DAN",C,4,0.1,1,1,2,-1,1,1,2,0,0,0,0,0,0,3,0,4,0,0,0,3,4,1,1,2,32,2,3,0.75,0.85,0,-1,0,29%,0.85,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,3.21
"McCASKILL, TED",C,4,0.1,0,2,2,-2,0,1,1,0,1,1,0,0,0,3,1,4,0,0,0,2,4,0,1,1,21,2,4,0.51,0.71,-1,-2,-1,33%,0.71,0.0,0,0,1,1,25,34%,1.29,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,4.38
"RIVERS, SHAWN",D,4,0.0,0,2,2,-2,0,2,2,0,0,0,0,0,0,2,0,4,0,0,0,2,4,0,2,2,37,2,4,0.50,0.75,0,-2,-1,33%,0.74,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,3.51
"JUNLAND, JONAS",D,4,0.0,0,2,2,-3,0,1,1,0,1,1,0,0,0,4,3,4,0,0,0,1,4,0,1,1,22,1,4,0.27,0.97,0,-3,-3,29%,0.95,0.0,0,0,1,1,22,106%,0.98,0.1,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,3.99
"SWEATT, LEE",D,3,0.0,1,1,2,4,1,1,2,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,1,2,60,4,0,#DIV/0!,1.32,0,4,4,35%,1.35,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0.00
"HAMILTON, CHUCK",R,3,0.0,0,2,2,4,0,2,2,0,0,0,0,0,0,5,0,1,0,0,0,5,1,0,2,2,47,4,1,5.00,0.93,0,4,4,40%,0.95,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0.90
"NORDQVIST, JONAS",C,3,0.0,0,2,2,1,0,2,2,0,0,0,0,0,0,2,0,2,1,0,0,2,1,0,2,2,63,2,1,1.84,0.83,0,1,1,25%,0.83,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,35%,0.96,0.0,0.0,1.15
"POULIN, DAN",D,3,0.0,1,1,2,1,1,0,1,0,1,1,0,0,0,4,1,3,1,0,0,3,2,1,0,1,20,2,1,1.46,1.07,0,1,1,26%,1.07,0.0,0,0,1,1,19,30%,1.11,0.0,0.0,0,0,0,0,54%,0.70,0.0,0.0,1.43
"KRUG, TOREY",D,3,0.0,0,2,2,-1,0,1,1,0,1,1,0,0,0,4,1,4,0,0,0,3,4,0,1,1,24,4,6,0.71,1.31,1,-2,-2,57%,1.29,0.0,0,0,3,3,60,123%,0.81,0.1,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,5.63
"BETIK, KAREL",D,3,0.0,0,2,2,-3,0,2,2,0,0,0,0,0,0,3,0,6,0,0,0,3,6,0,2,2,65,4,7,0.50,0.59,-2,-4,-2,73%,0.58,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,7.15
"LAVALLEE, JORDAN",L,2,0.0,1,1,2,2,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,1,2,97,2,0,#DIV/0!,0.77,0,2,3,25%,0.78,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0.00
"MacGREGOR, RANDY",R,2,0.0,1,1,2,2,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,1,2,60,2,0,#DIV/0!,0.71,0,2,2,18%,0.71,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0.00
"SURMA, DAMIAN",L,2,0.0,1,1,2,1,1,1,2,0,0,0,0,0,0,3,0,2,0,0,0,3,2,1,1,2,100,4,2,1.51,0.80,0,1,2,79%,0.81,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,2.44
"LEE, ANDERS",C,2,0.0,1,1,2,-3,1,1,2,0,0,0,0,0,0,1,0,4,0,0,0,1,4,2,2,4,88,2,7,0.25,0.98,0,-5,-5,55%,0.95,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,7.31
"AGNEW, JIM",D,81,1.0,0,1,1,-9,0,1,1,0,0,0,0,0,0,31,0,48,8,1,0,30,40,0,1,1,1,27,36,0.74,0.81,-4,-9,-5,17%,0.81,0.2,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,10%,1.05,0.1,0.0,36.33
"AITKEN, JOHNATHAN",D,44,0.5,0,1,1,-12,0,1,1,0,0,0,0,0,0,15,0,36,9,1,0,14,27,0,1,1,2,18,33,0.54,0.73,-5,-15,-10,25%,0.71,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,27%,1.07,0.1,0.0,33.04
"BARTEL, ROBIN",D,41,0.5,0,1,1,1,0,1,1,0,0,0,0,0,0,27,1,32,7,1,0,25,25,0,1,1,2,21,21,1.01,0.82,-3,0,3,23%,0.85,0.1,0,0,0,0,0,2%,1.12,0.0,0.0,0,0,0,0,18%,1.17,0.1,0.0,21.16
"ANDERSON, MURRAY",D,38,0.5,0,1,1,-40,0,1,1,0,0,0,0,0,0,13,2,70,19,2,1,9,50,0,1,1,2,8,45,0.19,0.41,-15,-37,-21,27%,0.37,0.1,0,0,0,0,0,9%,0.46,0.0,0.0,0,0,0,0,43%,1.50,0.2,0.1,45.04
"DOULL, DOUG",L,37,0.5,0,1,1,1,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,2,1,0,1,1,3,2,1,2.10,1.12,0,1,1,2%,1.14,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,1.18
"MCIVER, NATHAN",D,36,0.4,0,1,1,-9,0,1,1,0,0,0,0,0,0,4,0,14,2,0,0,4,12,0,1,1,3,4,14,0.31,1.07,0,-10,-10,13%,1.03,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,6%,1.12,0.0,0.0,13.98
"TURNER, DEAN",D,35,0.4,1,0,1,-5,1,0,1,0,0,0,0,0,0,20,1,30,6,1,0,18,24,1,0,1,2,15,20,0.77,0.69,-4,-5,0,22%,0.70,0.1,0,0,0,0,0,4%,0.83,0.0,0.0,0,0,0,0,26%,1.00,0.1,0.0,19.94
"FLINN, RYAN",L,31,0.4,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,2,2,1,0,1,3,2,2,1.00,0.92,0,0,0,4%,0.92,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,2.39
"WOLF, BENNETT",D,30,0.4,0,1,1,-3,0,1,1,0,0,0,0,0,0,8,0,16,5,0,0,8,11,0,1,1,2,6,9,0.71,0.82,-1,-3,-2,11%,0.82,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,13%,1.31,0.0,0.0,8.88
"LUHNING, WARREN",R,29,0.4,0,1,1,-10,0,1,1,0,0,0,0,0,0,3,0,13,0,0,0,3,13,0,1,1,3,3,15,0.22,0.90,-1,-12,-11,15%,0.89,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,15.18
"OLSEN, DYLAN",D,28,0.3,0,1,1,-5,0,1,1,0,0,0,0,0,0,10,0,18,3,0,0,10,15,0,1,1,3,10,16,0.64,1.13,1,-6,-7,20%,1.08,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,17%,1.26,0.1,0.0,16.36
"RECHLICZ, JOEL",R,26,0.3,0,1,1,-3,0,1,1,0,0,0,0,0,0,2,0,5,0,0,0,2,5,0,1,1,4,2,6,0.40,0.72,-1,-3,-2,7%,0.72,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,5.53
"STEWART, GREGORY",L,26,0.3,0,1,1,-7,0,1,1,0,0,0,0,0,0,4,0,11,0,0,0,4,11,0,1,1,4,4,12,0.37,0.99,0,-8,-8,15%,0.97,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,12.21
"KUDASHOV, ALEXEI",C,25,0.3,1,0,1,-3,1,0,1,0,0,0,0,0,0,2,0,6,1,0,0,2,5,1,0,1,3,2,5,0.38,1.17,0,-3,-3,7%,1.15,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,5%,1.02,0.0,0.0,4.87
"WALTER, BEN",C,24,0.3,1,0,1,-1,0,0,0,1,0,1,0,0,0,4,1,5,1,0,0,3,4,0,0,0,0,3,4,0.81,0.83,0,-1,0,7%,0.83,0.0,0,1,0,1,3,7%,0.65,0.0,0.0,0,0,0,0,4%,0.93,0.0,0.0,4.22
"TEUBERT, COLTEN",D,24,0.3,0,1,1,-5,0,1,1,0,0,0,0,0,0,8,0,15,2,0,0,8,13,0,1,1,4,9,14,0.60,0.88,-1,-6,-5,22%,0.86,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,13%,1.06,0.0,0.0,14.18
"FREADRICH, KYLE",L,24,0.3,0,1,1,-2,0,1,1,0,0,0,0,0,0,1,0,3,0,0,0,1,3,0,1,1,4,1,3,0.34,0.69,-1,-2,-2,4%,0.69,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,3.43
"TIMMINS, SCOTT",C,24,0.3,1,0,1,-10,1,0,1,0,0,0,0,0,0,1,0,14,3,0,0,1,11,1,0,1,3,1,13,0.05,0.83,-1,-13,-12,12%,0.80,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,23%,1.22,0.1,0.0,13.49
"KANNEGIESSER, GORDON",D,23,0.3,0,1,1,-4,0,0,0,0,1,1,0,0,0,7,1,13,3,1,0,5,10,0,0,0,0,6,11,0.53,0.91,0,-5,-5,17%,0.89,0.1,0,0,2,2,5,9%,0.96,0.0,0.0,0,0,0,0,25%,0.82,0.1,0.0,10.81
"ROBINSON, ROB",D,22,0.3,0,1,1,-4,0,1,1,0,0,0,0,0,0,8,0,14,2,1,0,8,12,0,1,1,3,7,11,0.63,1.05,0,-4,-5,18%,1.02,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,11%,0.75,0.0,0.0,11.38
"VERNACE, MICHAEL",D,22,0.3,0,1,1,-7,0,1,1,0,0,0,0,0,0,8,1,14,0,0,0,7,14,0,1,1,4,8,15,0.50,0.88,-1,-8,-7,24%,0.86,0.1,0,0,0,0,0,7%,0.79,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,15.31
"TSULYGIN, NIKOLAI",D,22,0.3,0,1,1,-5,0,1,1,0,0,0,0,0,0,5,0,10,0,0,0,5,10,0,1,1,4,5,10,0.50,1.17,1,-5,-6,16%,1.13,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,10.34
"PAYNE, DAVIS",L,22,0.3,0,1,1,-4,0,0,0,0,1,1,0,0,0,2,1,7,2,1,0,0,5,0,0,0,0,0,5,0.10,0.74,-1,-5,-4,5%,0.73,0.0,0,0,1,1,4,8%,0.98,0.0,0.0,0,0,0,0,13%,1.01,0.0,0.0,5.03
"McRAE, CHRIS",L,21,0.3,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,3,1,1,1.00,0.97,0,0,0,2%,0.97,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0.87
"WARE, JEFF",D,21,0.3,0,1,1,-3,0,1,1,0,0,0,0,0,0,9,0,14,2,0,0,9,12,0,1,1,5,10,14,0.69,0.94,0,-4,-4,25%,0.93,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,12%,1.14,0.0,0.0,13.83
"MARTIN, CRAIG",R,21,0.4,0,1,1,-4,0,1,1,0,0,0,0,0,0,3,0,7,0,0,0,3,7,0,2,2,4,5,13,0.43,0.85,-1,-7,-6,10%,0.82,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,12.51
"REID, DARREN",R,21,0.3,0,1,1,-9,0,1,1,0,0,0,0,0,0,2,0,11,0,0,0,2,11,0,1,1,5,2,13,0.18,0.75,-1,-10,-9,14%,0.73,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,12.70
"FINLEY, JOE",D,21,0.4,0,1,1,-8,0,1,1,0,0,0,0,0,0,1,0,11,2,0,0,1,9,0,2,2,5,2,14,0.11,1.00,0,-13,-13,10%,0.96,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,18%,1.12,0.1,0.0,14.24
"BELLE, SHAWN",D,20,0.2,0,1,1,1,0,1,1,0,0,0,0,0,0,9,0,11,3,0,0,9,8,0,1,1,5,10,9,1.10,0.88,-1,1,2,21%,0.90,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,19%,1.04,0.0,0.0,8.73
"McHUGH, MIKE",L,20,0.3,1,0,1,-8,1,0,1,0,0,0,0,0,0,4,0,14,2,0,0,4,12,1,0,1,4,3,11,0.31,0.66,-2,-8,-6,16%,0.67,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,9%,0.97,0.0,0.0,11.17
"DROPPA, IVAN",D,19,0.2,0,1,1,4,0,1,1,0,0,0,0,0,0,11,0,8,1,0,0,11,7,0,1,1,4,11,7,1.56,1.13,1,4,3,23%,1.13,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,6%,0.83,0.0,0.0,6.90
"HENNESSY, JOSH",C,19,0.2,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,2,2,1,0,1,5,2,2,0.96,1.29,0,0,0,5%,1.29,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,2.32
"ROBAK, COLBY",D,19,0.4,0,1,1,0,0,1,1,0,0,0,0,0,0,12,0,14,2,0,0,12,12,0,2,2,5,19,20,0.95,0.61,-6,-1,5,29%,0.64,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,14%,1.42,0.1,0.0,20.46
